"ModelReleaseYear","Make","ModelReleaseVersion","Model","Variant","EngineDisplacement","EngineConfiguration","EngineInduction","FwdGearsNo","TransmissionTypeDescription","SideDoorNo","SeatingCapacity","BodyStyle","DrivingWheelsNo","FuelType","CO2EmissionsCombined","CO2EmissionsUrban","CO2EmissionsExtraUrban","FuelConsumptionCombined","FuelConsumptionUrban","FuelConsumptionExtraUrban","EnergyConsumptionWhkm","ElectricRangeKm","AirPollutionStandard","StationaryNoiseData","TestSpeed","IsCurrentModel","ModelEndYear","FuelLifeCycleCO2","AnnualTailpipeCO2","AnnualFuelCost"
"2021","BMW","G01","X3","iX3","0","Electric","N/A","1","Auto","4","5","Wagon","2","Pure Electric","0","","","0","","","202","470","Pure EV","","","Yes","0","164","0","848"
"2023","Mercedes-Benz","X296","EQS SUV","EQS 450 4MATIC SUV","0","Electric","N/A","1","Auto","4","7","SUV","4","Pure Electric","0","","","0","","","205","592","Pure EV","","","Yes","0","166","0","861"
"2023","Rolls-Royce","RR25","Spectre","Coupe","0","Electric","N/A","1","Auto","2","4","Coupe","4","Pure Electric","0","","","0","","","205","555","Pure EV","","","Yes","0","166","0","861"
"2023","Kia","","EV6","GT","0","Electric","N/A","1","Auto","4","5","Wagon","4","Pure Electric","0","","","0","","","206","424","Pure EV","","","Yes","0","167","0","865"
"2023","Rolls-Royce","RR25","Spectre Black Badge","Coupe","0","Electric","N/A","1","Auto","2","4","Coupe","4","Pure Electric","0","","","0","","","207","551","Pure EV","","","Yes","0","168","0","869"
"2024","Kia","","EV5","Long Range 4WD GT-Line","0","Electric","N/A","1","Auto","4","5","SUV","4","Pure Electric","0","","","0","","","210","470","Pure EV","","","Yes","0","170","0","882"
"2023","Ford","","Mach-E","GT 4P AWD","0","Electric","N/A","1","CVT","4","5","SUV","4","Pure Electric","0","","","0","","","212","490","Pure EV","71","1200","Yes","0","172","0","890"
"2024","Hyundai","","IONIQ5","N","0","Electric","N/A","1","Auto","4","5","SUV","4","Pure Electric","0","","","0","","","212","448","Pure EV","","","Yes","0","172","0","890"
"2021","BMW","X3 Series - G01","iX3","G08","0","Electric","N/A","1","Auto","4","5","Wagon","2","Pure Electric","0","","","0","","","216","440","Pure EV","","","Yes","0","175","0","907"
"2023","Mercedes-Benz","V295","EQE","53 AMG 4MATIC+","0","Electric","N/A","1","Auto","4","5","Sedan","4","Pure Electric","0","","","0","","","218","515","Pure EV","","","Yes","0","177","0","916"
"2023","Mercedes-Benz","V295","EQE Class","EQE53 AMG 4MATIC+","0","Electric","N/A","1","Auto","4","5","Sedan","4","Pure Electric","0","","","0","","","218","500","Pure EV","","","Yes","0","177","0","916"
"2023","Peugeot","","Partner ","ePARTNER PRO LONG","0","Electric","N/A","1","Auto","2","2","Van","2","Pure Electric","0","","","0","","","218","258","Pure EV","","","Yes","0","177","0","916"
"2023","Mercedes-Benz","X294","EQE SUV","AMG EQE 53 4MATIC+ SUV","0","Electric","N/A","1","Auto","4","5","SUV","4","Pure Electric","0","","","0","","","221","484","Pure EV","","","Yes","0","179","0","928"
"2022","BMW","G70","7 Series","i7 xDrive60","0","Electric","N/A","1","Auto","4","5","Sedan","4","Pure Electric","0","","","0","","","222","625","Pure EV","","","Yes","0","180","0","932"
"2022","BMW","7 Series","G70","i7 xDrive60","0","Electric","N/A","1","Auto","4","5","Sedan","4","Pure Electric","0","","","0","","","222","625","Pure EV","","","Yes","0","180","0","932"
"2021","BMW","G26","4 Series","i4 eDrive40","0","Electric","N/A","1","Auto","4","5","Sedan","2","Pure Electric","0","","","0","","","222","520","Pure EV","","","Yes","0","180","0","932"
"2023","Kia","","EV9","Earth AWD 19"","0","Electric","N/A","1","Auto","4","7","SUV","4","Pure Electric","0","","","0","","","223","512","Pure EV","","","Yes","0","181","0","937"
"2023","Mercedes-Benz","V297","EQS","500 4MATIC","0","Electric","N/A","1","Auto","4","5","Sedan","4","Pure Electric","0","","","0","","","224","570","Pure EV","","","Yes","0","181","0","941"
"2021","BMW","X Series - I20","iX","iX xDrive40","0","Electric","N/A","1","Auto","4","5","Wagon","4","Pure Electric","0","","","0","","","225","420","Pure EV","","","Yes","0","182","0","945"
"2023","Kia","","EV9","GT-Line AWD","0","Electric","N/A","1","Auto","4","7","SUV","4","Pure Electric","0","","","0","","","228","505","Pure EV","","","Yes","0","185","0","958"
"2021","BMW","X Series - I20","iX","xDrive50","0","Electric","N/A","1","Auto","4","5","Wagon","4","Pure Electric","0","","","0","","","230","620","Pure EV","","","Yes","0","186","0","966"
"2022","Mercedes-Benz","V297","EQS","53 AMG 4MATIC+","0","Electric","N/A","1","Auto","4","5","Wagon","4","Pure Electric","0","","","0","","","230","587","Pure EV","","","Yes","0","186","0","966"
"2018","Jaguar","X590 23MY","I Pace","I Pace 294kW","0","Electric","N/A","1","Auto","4","5","Sedan","4","Pure Electric","0","","","0","","","230","446","Pure EV","","","Yes","0","186","0","966"
"2018","Jaguar","X590 24MY","I Pace","EV400","0","Electric","N/A","1","Auto","4","5","Sedan","4","Pure Electric","0","","","0","","","230","446","Pure EV","","","Yes","0","186","0","966"
"2018","Jaguar","","I-Pace","400EV","0","Electric","N/A","1","Other","4","5","SUV","4","Pure Electric","0","","","0","","","230","446","Pure EV","","","No","2024","186","0","966"
"2023","Kia","","EV9","Earth AWD 20"","0","Electric","N/A","1","Auto","4","7","SUV","4","Pure Electric","0","","","0","","","231","492","Pure EV","","","Yes","0","187","0","970"
"2022","Audi","","e-tron Sportback","55 quattro 20/21 Inch Wheel","0","Electric","N/A","1","N/A","4","5","SUV","4","Pure Electric","0","","","0","","","232","464","Pure EV","","","Yes","0","188","0","974"
"2022","Audi","","e-tron","55 quattro 20/21 Inch Wheel","0","Electric","N/A","1","N/A","4","5","SUV","4","Pure Electric","0","","","0","","","232","459","Pure EV","","","Yes","0","188","0","974"
"2020","Audi","","e-tron Sportback","50","0","Electric","N/A","1","N/A","4","5","SUV","4","Pure Electric","0","","","0","","","232","341","Pure EV","","","Yes","0","188","0","974"
"2022","Polestar","","2","300kW","0","Electric","N/A","1","N/A","4","5","Sedan","4","Pure Electric","0","","","0","","","234","525","Pure EV","","","Yes","0","190","0","983"
"2020","Audi","","e-tron","50","0","Electric","N/A","1","N/A","4","5","SUV","4","Pure Electric","0","","","0","","","236","334","Pure EV","","","Yes","0","191","0","991"
"2021","Audi","","e-tron Sportback","55 20" Wheel","0","Electric","N/A","1","N/A","4","5","SUV","4","Pure Electric","0","","","0","","","238","446","Pure EV","","","Yes","0","193","0","1000"
"2021","Audi","","e-tron Sportback","55 21 & 22" Wheel","0","Electric","N/A","1","N/A","4","5","SUV","4","Pure Electric","0","","","0","","","238","446","Pure EV","","","Yes","0","193","0","1000"
"2022","Mercedes-Benz","293","EQC Class","EQC400 4M Elec. Art Line","0","Electric","N/A","1","Auto","4","5","Wagon","4","Pure Electric","0","","","0","","","238","430","Pure EV","","","Yes","0","193","0","1000"
"2022","Mercedes-Benz","293","EQC Class","EQC400 4MATIC Sport","0","Electric","N/A","1","Auto","4","5","Wagon","4","Pure Electric","0","","","0","","","238","430","Pure EV","","","Yes","0","193","0","1000"
"2021","Mercedes-Benz","293","EQC Class","EQC400 4MATIC","0","Electric","N/A","1","Auto","4","5","Wagon","4","Pure Electric","0","","","0","","","238","430","Pure EV","","","Yes","0","193","0","1000"
"2022","Audi","","e-tron Sportback","55 quattro 22 Inch Wheel","0","Electric","N/A","1","N/A","4","5","SUV","4","Pure Electric","0","","","0","","","240","441","Pure EV","","","Yes","0","194","0","1008"
"2022","Audi","","e-tron","55 quattro 22 Inch Wheel","0","Electric","N/A","1","N/A","4","5","SUV","4","Pure Electric","0","","","0","","","243","435","Pure EV","","","Yes","0","197","0","1021"
"2021","BMW","G26","4 Series","i4 M50","0","Electric","N/A","1","Auto","4","5","Sedan","4","Pure Electric","0","","","0","","","256","465","Pure EV","","","Yes","0","207","0","1075"
"2024","Audi","","Q8 e-tron","55","0","Electric","N/A","1","Auto","4","5","SUV","4","Pure Electric","0","","","0","","","256","454","Pure EV","","","Yes","0","207","0","1075"
"2024","Audi","","Q8 e-tron Sportback","55","0","Electric","N/A","1","Auto","4","5","SUV","4","Pure Electric","0","","","0","","","256","454","Pure EV","","","Yes","0","207","0","1075"
"2023","Audi","","Q8","Q8 e-tron quattro","0","Electric","N/A","1","Auto","4","5","SUV","4","Pure Electric","0","","","0","","","256","454","Pure EV","","","Yes","0","207","0","1075"
"2023","Audi","","Q8","Q8 e-tron quattro Sportback","0","Electric","N/A","1","Auto","4","5","SUV","4","Pure Electric","0","","","0","","","256","454","Pure EV","","","Yes","0","207","0","1075"
"2022","Porsche","","Taycan","GTS","0","Electric","N/A","2","Other","4","4","Coupe","4","Pure Electric","0","","","0","","","259","485","Pure EV","","","Yes","0","210","0","1088"
"2022","Audi","","e-tron S Sportback","e-tron S quattro","0","Electric","N/A","1","Auto","4","5","SUV","4","Pure Electric","0","","","0","","","260","418","Pure EV","","","Yes","0","211","0","1092"
"2021","Audi","","e-tron S Sportback","e-tron S quattro 20 Inch Wheel","0","Electric","N/A","1","Auto","4","5","SUV","4","Pure Electric","0","","","0","","","260","418","Pure EV","","","Yes","0","211","0","1092"
"2022","Mercedes-Benz","447","eVito","Tourer MWB Van","0","Electric","N/A","1","Auto","4","8","Van","2","Pure Electric","0","","","0","","","262","421","Pure EV","","","Yes","0","212","0","1100"
"2020","Porsche","","Taycan","4S","0","Electric","N/A","2","Other","4","4","Coupe","4","Pure Electric","0","","","0","","","262","365","Pure EV","","","Yes","0","212","0","1100"
"2022","Mercedes-Benz","447","EQV","300e","0","Electric","N/A","1","Auto","4","7","Van","2","Pure Electric","0","","","0","","","263","418","Pure EV","","","Yes","0","213","0","1105"
"2022","Audi","","e-tron S","e-tron S quattro","0","Electric","N/A","1","Auto","4","5","SUV","4","Pure Electric","0","","","0","","","264","413","Pure EV","","","Yes","0","214","0","1109"
"2021","Audi","","e-tron S","e-tron S quattro 20/21/22 Inch Wheel","0","Electric","N/A","1","Auto","4","5","SUV","4","Pure Electric","0","","","0","","","264","413","Pure EV","","","Yes","0","214","0","1109"
"2022","BMW","X Series - I20","iX","M60","0","Electric","N/A","1","Auto","4","5","Wagon","4","Pure Electric","0","","","0","","","265","585","Pure EV","","6500","Yes","0","215","0","1113"
"2022","LDV","","eT60","eT60 4x2 Dual Cab Ute","0","Electric","N/A","1","Auto","4","5","Utility","2","Pure Electric","0","","","0","","","269","330","Pure EV","","","Yes","0","218","0","1130"
"2020","Porsche","","Taycan","4S Performance Battery +","0","Electric","N/A","2","Other","4","4","Coupe","4","Pure Electric","0","","","0","","","270","414","Pure EV","","","Yes","0","219","0","1134"
"2020","Porsche","","Taycan","Turbo","0","Electric","N/A","2","Other","4","4","Coupe","4","Pure Electric","0","","","0","","","280","420","Pure EV","","","Yes","0","227","0","1176"
