START TIME,STOP TIME,DURATION (min),CONSUMPTION (kWh),Charger,AvPower
18/6/2019,18/6/2019,17,10.2,Quick,36
18/6/2019,18/6/2019,53,35.1,Quick,39.73584906
18/6/2019,18/6/2019,11,6.8,Quick,37.09090909
18/6/2019,18/6/2019,88,2.82,Normal,1.922727273
18/6/2019,18/6/2019,56,6.1,Quick,6.535714286
18/6/2019,18/6/2019,13,3.7,Quick,17.07692308
18/6/2019,18/6/2019,19,8.2,Quick,25.89473684
18/6/2019,18/6/2019,55,25.7,Quick,28.03636364
18/6/2019,18/6/2019,22,5.8,Quick,15.81818182
18/6/2019,18/6/2019,10,5.8,Quick,34.8
18/6/2019,18/6/2019,11,4.5,Quick,24.54545455
18/6/2019,18/6/2019,11,6.5,Quick,35.45454545
18/6/2019,18/6/2019,9,5.2,Quick,34.66666667
18/6/2019,18/6/2019,26,8.4,Quick,19.38461538
18/6/2019,18/6/2019,14,8.1,Quick,34.71428571
18/6/2019,18/6/2019,23,2.1,Quick,5.47826087
18/6/2019,18/6/2019,14,3.6,Quick,15.42857143
18/6/2019,18/6/2019,32,13.3,Quick,24.9375
18/6/2019,18/6/2019,18,4.8,Quick,16
18/6/2019,18/6/2019,23,0.8,Normal,2.086956522
18/6/2019,18/6/2019,48,22.7,Quick,28.375
18/6/2019,18/6/2019,25,9.7,Quick,23.28
18/6/2019,18/6/2019,54,5.7,Quick,6.333333333
18/6/2019,18/6/2019,28,16.4,Quick,35.14285714
18/6/2019,18/6/2019,20,6.6,Quick,19.8
18/6/2019,18/6/2019,24,10.9,Quick,27.25
18/6/2019,18/6/2019,41,8.8,Quick,12.87804878
18/6/2019,18/6/2019,29,8.8,Quick,18.20689655
18/6/2019,18/6/2019,14,2.4,Quick,10.28571429
18/6/2019,18/6/2019,56,3.1,Quick,3.321428571
18/6/2019,18/6/2019,40,10.8,Quick,16.2
18/6/2019,18/6/2019,18,5.2,Quick,17.33333333
18/6/2019,18/6/2019,11,1.2,Quick,6.545454545
18/6/2019,18/6/2019,45,20.2,Quick,26.93333333
18/6/2019,18/6/2019,9,4.1,Quick,27.33333333
18/6/2019,18/6/2019,28,9.5,Quick,20.35714286
18/6/2019,18/6/2019,43,13.5,Quick,18.8372093
18/6/2019,18/6/2019,39,13.9,Quick,21.38461538
18/6/2019,18/6/2019,23,2,Quick,5.217391304
18/6/2019,18/6/2019,15,4.5,Quick,18
18/6/2019,18/6/2019,98,11.2,Quick,6.857142857
18/6/2019,18/6/2019,24,7.4,Quick,18.5
18/6/2019,18/6/2019,30,14.3,Quick,28.6
18/6/2019,18/6/2019,26,9.9,Quick,22.84615385
18/6/2019,18/6/2019,41,3,Quick,4.390243902
18/6/2019,18/6/2019,35,9.4,Quick,16.11428571
18/6/2019,18/6/2019,77,18.8,Quick,14.64935065
18/6/2019,18/6/2019,35,12.3,Quick,21.08571429
18/6/2019,18/6/2019,25,3.2,Quick,7.68
18/6/2019,18/6/2019,31,22.7,Quick,43.93548387
18/6/2019,18/6/2019,12,4.4,Quick,22
18/6/2019,18/6/2019,55,23.9,Quick,26.07272727
18/6/2019,18/6/2019,21,10,Quick,28.57142857
18/6/2019,18/6/2019,23,6.5,Quick,16.95652174
18/6/2019,18/6/2019,24,6.4,Quick,16
18/6/2019,18/6/2019,32,14,Quick,26.25
18/6/2019,18/6/2019,32,2.3,Quick,4.3125
18/6/2019,18/6/2019,11,6.5,Quick,35.45454545
18/6/2019,18/6/2019,15,6.5,Quick,26
18/6/2019,18/6/2019,27,6,Quick,13.33333333
18/6/2019,18/6/2019,10,5.4,Quick,32.4
18/6/2019,18/6/2019,25,15.5,Quick,37.2
18/6/2019,18/6/2019,16,9.9,Quick,37.125
18/6/2019,18/6/2019,7,0.7,Quick,6
18/6/2019,18/9/2019,132938,0.028,Normal,1.26E-05
18/6/2019,18/6/2019,44,2.4,Quick,3.272727273
18/6/2019,18/6/2019,28,11.7,Quick,25.07142857
18/6/2019,18/6/2019,11,4.5,Quick,24.54545455
18/6/2019,18/6/2019,81,27.2,Quick,20.14814815
18/6/2019,18/6/2019,45,2.4,Quick,3.2
18/6/2019,18/6/2019,41,10.5,Quick,15.36585366
18/6/2019,18/6/2019,16,4.6,Quick,17.25
18/6/2019,18/6/2019,13,1.7,Quick,7.846153846
18/6/2019,18/6/2019,35,21.5,Quick,36.85714286
18/6/2019,18/6/2019,11,6.7,Quick,36.54545455
18/6/2019,18/6/2019,18,6.1,Quick,20.33333333
18/6/2019,18/6/2019,9,2.1,Quick,14
18/6/2019,18/6/2019,18,1.7,Quick,5.666666667
18/6/2019,18/6/2019,48,13,Quick,16.25
18/6/2019,18/6/2019,22,10,Quick,27.27272727
17/6/2019,18/6/2019,578,14.22,Normal,1.476124567
17/6/2019,17/6/2019,7,4.1,Quick,35.14285714
17/6/2019,17/6/2019,26,8.3,Quick,19.15384615
17/6/2019,17/6/2019,23,12.2,Quick,31.82608696
17/6/2019,17/6/2019,51,6.2,Quick,7.294117647
17/6/2019,17/6/2019,44,22.7,Quick,30.95454545
17/6/2019,17/6/2019,48,24.8,Quick,31
17/6/2019,17/6/2019,16,2.8,Quick,10.5
17/6/2019,17/6/2019,28,14.3,Quick,30.64285714
17/6/2019,17/6/2019,72,7.8,Quick,6.5
17/6/2019,17/6/2019,23,10.4,Quick,27.13043478
17/6/2019,17/6/2019,32,15.7,Quick,29.4375
17/6/2019,17/6/2019,69,16.4,Quick,14.26086957
17/6/2019,17/6/2019,18,4.8,Quick,16
17/6/2019,17/6/2019,42,25.5,Quick,36.42857143
17/6/2019,17/6/2019,25,16.1,Quick,38.64
17/6/2019,17/6/2019,93,4.03,Normal,2.6
17/6/2019,17/6/2019,25,8,Quick,19.2
17/6/2019,17/6/2019,7,3.5,Quick,30
17/6/2019,17/6/2019,25,0.83,Normal,1.992
17/6/2019,17/6/2019,28,8.3,Quick,17.78571429
17/6/2019,17/6/2019,9,5.3,Quick,35.33333333
17/6/2019,17/6/2019,10,0.9,Quick,5.4
17/6/2019,17/6/2019,8,1.1,Quick,8.25
17/6/2019,17/6/2019,22,13.5,Quick,36.81818182
17/6/2019,17/6/2019,23,3.9,Quick,10.17391304
17/6/2019,17/6/2019,30,14.2,Quick,28.4
17/6/2019,17/6/2019,23,11.3,Quick,29.47826087
17/6/2019,17/6/2019,31,12.6,Quick,24.38709677
17/6/2019,17/6/2019,67,47.1,Quick,42.17910448
17/6/2019,17/6/2019,51,1.29,Normal,1.517647059
17/6/2019,17/6/2019,27,5.6,Quick,12.44444444
17/6/2019,17/6/2019,27,7.8,Quick,17.33333333
17/6/2019,17/6/2019,88,1.67,Normal,1.138636364
17/6/2019,17/6/2019,19,11.6,Quick,36.63157895
17/6/2019,17/6/2019,27,11.3,Quick,25.11111111
17/6/2019,17/6/2019,30,14.6,Quick,29.2
17/6/2019,17/6/2019,70,1.9,Quick,1.628571429
17/6/2019,17/6/2019,8,2.5,Quick,18.75
17/6/2019,17/6/2019,41,16.1,Quick,23.56097561
17/6/2019,17/6/2019,38,23.2,Quick,36.63157895
17/6/2019,17/6/2019,34,3.9,Quick,6.882352941
17/6/2019,17/6/2019,32,15.2,Quick,28.5
17/6/2019,17/6/2019,8,3.3,Quick,24.75
17/6/2019,17/6/2019,36,12.5,Quick,20.83333333
17/6/2019,17/6/2019,43,2.3,Quick,3.209302326
17/6/2019,17/6/2019,32,16.3,Quick,30.5625
17/6/2019,17/6/2019,43,31.9,Quick,44.51162791
17/6/2019,17/6/2019,29,11.1,Quick,22.96551724
17/6/2019,17/6/2019,35,17,Quick,29.14285714
17/6/2019,17/6/2019,28,7.5,Quick,16.07142857
17/6/2019,17/6/2019,5,3,Quick,36
17/6/2019,17/6/2019,14,1.7,Quick,7.285714286
17/6/2019,17/6/2019,28,16.1,Quick,34.5
17/6/2019,17/6/2019,75,3.32,Normal,2.656
17/6/2019,17/6/2019,44,7.8,Quick,10.63636364
17/6/2019,17/6/2019,51,15.8,Quick,18.58823529
17/6/2019,17/6/2019,114,3,Normal,1.578947368
17/6/2019,17/6/2019,25,11,Quick,26.4
17/6/2019,17/6/2019,37,8.3,Quick,13.45945946
17/6/2019,17/6/2019,29,15.1,Quick,31.24137931
17/6/2019,17/6/2019,5,1,Quick,12
17/6/2019,17/6/2019,26,8.8,Quick,20.30769231
17/6/2019,17/6/2019,33,15.1,Quick,27.45454545
17/6/2019,17/6/2019,27,14.8,Quick,32.88888889
17/6/2019,17/6/2019,28,13.8,Quick,29.57142857
17/6/2019,17/6/2019,11,5,Quick,27.27272727
17/6/2019,17/6/2019,8,4.7,Quick,35.25
17/6/2019,17/6/2019,11,3.3,Quick,18
17/6/2019,17/6/2019,55,20.4,Quick,22.25454545
17/6/2019,17/6/2019,28,2.5,Quick,5.357142857
17/6/2019,17/6/2019,28,13.6,Quick,29.14285714
17/6/2019,17/6/2019,71,17.2,Quick,14.53521127
17/6/2019,17/6/2019,25,7.6,Quick,18.24
17/6/2019,17/6/2019,10,5.3,Quick,31.8
17/6/2019,17/6/2019,26,12.2,Quick,28.15384615
17/6/2019,17/6/2019,17,3.2,Quick,11.29411765
17/6/2019,17/6/2019,11,5.3,Quick,28.90909091
17/6/2019,17/6/2019,32,16.4,Quick,30.75
17/6/2019,17/6/2019,46,21.1,Quick,27.52173913
17/6/2019,17/6/2019,48,2.11,Normal,2.6375
17/6/2019,17/6/2019,556,6.88,Normal,0.742446043
17/6/2019,17/6/2019,35,7.9,Quick,13.54285714
17/6/2019,17/6/2019,12,3.7,Quick,18.5
17/6/2019,17/6/2019,24,13.1,Quick,32.75
17/6/2019,17/6/2019,44,6.4,Quick,8.727272727
17/6/2019,17/6/2019,18,4.1,Quick,13.66666667
17/6/2019,17/6/2019,13,4.2,Quick,19.38461538
17/6/2019,17/6/2019,41,8.9,Quick,13.02439024
17/6/2019,17/6/2019,43,2.4,Quick,3.348837209
17/6/2019,17/6/2019,219,10.14,Normal,2.778082192
17/6/2019,17/6/2019,17,8.9,Quick,31.41176471
17/6/2019,17/6/2019,14,5.8,Quick,24.85714286
17/6/2019,17/6/2019,30,19.2,Quick,38.4
17/6/2019,17/6/2019,43,2.3,Quick,3.209302326
17/6/2019,17/6/2019,25,7.6,Quick,18.24
17/6/2019,17/6/2019,36,22.4,Quick,37.33333333
17/6/2019,17/6/2019,5,2.2,Quick,26.4
17/6/2019,17/6/2019,9,2.3,Quick,15.33333333
17/6/2019,17/6/2019,17,8,Quick,28.23529412
17/6/2019,17/6/2019,80,20.8,Quick,15.6
17/6/2019,17/6/2019,26,5.9,Quick,13.61538462
16/6/2019,16/6/2019,14,7.4,Quick,31.71428571
16/6/2019,16/6/2019,32,14.9,Quick,27.9375
16/6/2019,16/6/2019,33,20.4,Quick,37.09090909
16/6/2019,16/6/2019,10,1.3,Quick,7.8
16/6/2019,16/6/2019,14,8.6,Quick,36.85714286
16/6/2019,16/6/2019,11,2.2,Quick,12
16/6/2019,17/6/2019,723,18.05,Normal,1.497925311
16/6/2019,16/6/2019,19,6.2,Quick,19.57894737
16/6/2019,16/6/2019,51,9.3,Quick,10.94117647
16/6/2019,16/6/2019,26,7.6,Quick,17.53846154
16/6/2019,16/6/2019,35,3.5,Quick,6
16/6/2019,16/6/2019,55,30.5,Quick,33.27272727
16/6/2019,16/6/2019,32,12.7,Quick,23.8125
16/6/2019,16/6/2019,13,6.6,Quick,30.46153846
16/6/2019,16/6/2019,36,17.9,Quick,29.83333333
16/6/2019,16/6/2019,28,13.8,Quick,29.57142857
16/6/2019,16/6/2019,29,11.8,Quick,24.4137931
16/6/2019,16/6/2019,21,11.3,Quick,32.28571429
16/6/2019,16/6/2019,48,35.1,Quick,43.875
16/6/2019,16/6/2019,29,16.8,Quick,34.75862069
16/6/2019,16/6/2019,28,2,Quick,4.285714286
16/6/2019,16/6/2019,27,9,Quick,20
16/6/2019,16/6/2019,15,2.6,Quick,10.4
16/6/2019,16/6/2019,6,3.2,Quick,32
16/6/2019,16/6/2019,6,0.9,Quick,9
16/6/2019,16/6/2019,37,23.3,Quick,37.78378378
16/6/2019,16/6/2019,12,6.2,Quick,31
16/6/2019,16/6/2019,31,21.3,Quick,41.22580645
16/6/2019,16/6/2019,10,5.9,Quick,35.4
16/6/2019,16/6/2019,25,2.7,Quick,6.48
16/6/2019,16/6/2019,28,0.89,Normal,1.907142857
16/6/2019,16/6/2019,29,7.6,Quick,15.72413793
16/6/2019,16/6/2019,23,9.7,Quick,25.30434783
16/6/2019,16/6/2019,21,5.9,Quick,16.85714286
16/6/2019,16/6/2019,6,3.6,Quick,36
16/6/2019,16/6/2019,43,15.5,Quick,21.62790698
16/6/2019,16/6/2019,20,8.1,Quick,24.3
16/6/2019,16/6/2019,22,5.8,Quick,15.81818182
16/6/2019,16/6/2019,25,13.6,Quick,32.64
16/6/2019,16/6/2019,42,18.4,Quick,26.28571429
16/6/2019,16/6/2019,22,9.9,Quick,27
16/6/2019,16/6/2019,13,3,Quick,13.84615385
16/6/2019,16/6/2019,35,21.9,Quick,37.54285714
16/6/2019,16/6/2019,27,14.7,Quick,32.66666667
16/6/2019,16/6/2019,17,7.1,Quick,25.05882353
16/6/2019,16/6/2019,28,15.6,Quick,33.42857143
16/6/2019,16/6/2019,14,8.7,Quick,37.28571429
16/6/2019,16/6/2019,175,4.82,Normal,1.652571429
16/6/2019,16/6/2019,37,22.1,Quick,35.83783784
15/6/2019,15/6/2019,21,1.5,Quick,4.285714286
15/6/2019,15/6/2019,28,19.2,Quick,41.14285714
15/6/2019,15/6/2019,5,0.5,Quick,6
15/6/2019,15/6/2019,66,2.97,Normal,2.7
15/6/2019,15/6/2019,33,19.9,Quick,36.18181818
15/6/2019,15/6/2019,8,4.4,Quick,33
15/6/2019,15/6/2019,81,16.7,Quick,12.37037037
15/6/2019,15/6/2019,25,11.1,Quick,26.64
15/6/2019,15/6/2019,46,24.4,Quick,31.82608696
15/6/2019,15/6/2019,18,2,Quick,6.666666667
15/6/2019,15/6/2019,17,9.4,Quick,33.17647059
15/6/2019,15/6/2019,21,13.5,Quick,38.57142857
15/6/2019,15/6/2019,13,3.4,Quick,15.69230769
15/6/2019,15/6/2019,23,10.9,Quick,28.43478261
15/6/2019,15/6/2019,22,8.5,Quick,23.18181818
15/6/2019,15/6/2019,36,2.7,Quick,4.5
15/6/2019,15/6/2019,29,16.4,Quick,33.93103448
15/6/2019,15/6/2019,60,2.62,Normal,2.62
15/6/2019,15/6/2019,39,23.3,Quick,35.84615385
15/6/2019,15/6/2019,43,3.2,Quick,4.465116279
15/6/2019,15/6/2019,25,1.3,Quick,3.12
15/6/2019,15/6/2019,25,2.4,Quick,5.76
15/6/2019,15/6/2019,21,6.3,Quick,18
15/6/2019,15/6/2019,6,0.6,Quick,6
15/6/2019,15/6/2019,20,4.2,Quick,12.6
15/6/2019,15/6/2019,8,0.2,Quick,1.5
15/6/2019,15/6/2019,74,50.5,Quick,40.94594595
15/6/2019,15/6/2019,19,11.8,Quick,37.26315789
15/6/2019,15/6/2019,38,15.4,Quick,24.31578947
15/6/2019,15/6/2019,25,8.9,Quick,21.36
15/6/2019,15/6/2019,36,19.8,Quick,33
15/6/2019,15/6/2019,21,6.1,Quick,17.42857143
15/6/2019,15/6/2019,27,8,Quick,17.77777778
15/6/2019,15/6/2019,18,1.8,Quick,6
15/6/2019,15/6/2019,5,1.1,Quick,13.2
15/6/2019,15/6/2019,9,3.9,Quick,26
15/6/2019,15/6/2019,24,0.71,Normal,1.775
15/6/2019,15/6/2019,49,2.7,Quick,3.306122449
15/6/2019,15/6/2019,15,4.7,Quick,18.8
15/6/2019,15/6/2019,34,16.5,Quick,29.11764706
15/6/2019,15/6/2019,19,12.5,Quick,39.47368421
15/6/2019,15/6/2019,17,4.8,Quick,16.94117647
15/6/2019,15/6/2019,14,4.4,Quick,18.85714286
15/6/2019,15/6/2019,29,11.6,Quick,24
15/6/2019,15/6/2019,9,5.1,Quick,34
15/6/2019,15/6/2019,21,6,Quick,17.14285714
15/6/2019,15/6/2019,43,24.7,Quick,34.46511628
15/6/2019,15/6/2019,37,26.3,Quick,42.64864865
15/6/2019,15/6/2019,16,1.5,Quick,5.625
15/6/2019,15/6/2019,9,1.6,Quick,10.66666667
15/6/2019,15/6/2019,196,4.27,Normal,1.307142857
15/6/2019,15/6/2019,56,9.4,Quick,10.07142857
15/6/2019,15/6/2019,22,6.7,Quick,18.27272727
15/6/2019,15/6/2019,16,2.5,Quick,9.375
15/6/2019,15/6/2019,8,0.7,Quick,5.25
15/6/2019,15/6/2019,22,4,Quick,10.90909091
15/6/2019,15/6/2019,11,3.9,Quick,21.27272727
15/6/2019,15/6/2019,26,3.3,Quick,7.615384615
15/6/2019,15/6/2019,84,2.73,Normal,1.95
15/6/2019,15/6/2019,23,5.8,Quick,15.13043478
15/6/2019,15/6/2019,13,2.9,Quick,13.38461538
15/6/2019,15/6/2019,20,5.2,Quick,15.6
15/6/2019,15/6/2019,398,0.036,Normal,0.005427136
15/6/2019,15/6/2019,46,12.2,Quick,15.91304348
15/6/2019,15/6/2019,26,17.2,Quick,39.69230769
15/6/2019,15/6/2019,24,1.8,Quick,4.5
15/6/2019,15/6/2019,23,9.7,Quick,25.30434783
15/6/2019,15/6/2019,24,4.9,Quick,12.25
14/6/2019,14/6/2019,24,10.7,Quick,26.75
14/6/2019,14/6/2019,49,5.4,Quick,6.612244898
14/6/2019,14/6/2019,66,27.3,Quick,24.81818182
14/6/2019,14/6/2019,65,17,Quick,15.69230769
14/6/2019,14/6/2019,24,6.7,Quick,16.75
14/6/2019,14/6/2019,9,5.3,Quick,35.33333333
14/6/2019,14/6/2019,25,2.3,Quick,5.52
14/6/2019,14/6/2019,22,6.4,Quick,17.45454545
14/6/2019,14/6/2019,27,12.6,Quick,28
14/6/2019,14/6/2019,18,3,Quick,10
14/6/2019,14/6/2019,7,3.9,Quick,33.42857143
14/6/2019,15/6/2019,248,6.65,Normal,1.608870968
14/6/2019,14/6/2019,7,3.4,Quick,29.14285714
14/6/2019,14/6/2019,6,3.2,Quick,32
14/6/2019,14/6/2019,19,3.3,Quick,10.42105263
14/6/2019,14/6/2019,22,6.6,Quick,18
14/6/2019,14/6/2019,21,9.3,Quick,26.57142857
14/6/2019,14/6/2019,31,15.9,Quick,30.77419355
14/6/2019,14/6/2019,8,2.4,Quick,18
14/6/2019,14/6/2019,23,3.7,Quick,9.652173913
14/6/2019,14/6/2019,19,5.2,Quick,16.42105263
14/6/2019,14/6/2019,27,9.1,Quick,20.22222222
14/6/2019,14/6/2019,21,12.8,Quick,36.57142857
14/6/2019,14/6/2019,41,29.4,Quick,43.02439024
14/6/2019,14/6/2019,28,17.7,Quick,37.92857143
14/6/2019,14/6/2019,45,28.1,Quick,37.46666667
14/6/2019,14/6/2019,9,4.8,Quick,32
14/6/2019,14/6/2019,9,2.2,Quick,14.66666667
14/6/2019,14/6/2019,27,1.8,Quick,4
14/6/2019,14/6/2019,36,17.3,Quick,28.83333333
14/6/2019,14/6/2019,30,19,Quick,38
14/6/2019,14/6/2019,11,3,Quick,16.36363636
14/6/2019,14/6/2019,79,21.7,Quick,16.48101266
14/6/2019,14/6/2019,35,18.7,Quick,32.05714286
14/6/2019,14/6/2019,43,5.6,Quick,7.813953488
14/6/2019,14/6/2019,26,9.7,Quick,22.38461538
14/6/2019,14/6/2019,15,8.6,Quick,34.4
14/6/2019,14/6/2019,37,9.2,Quick,14.91891892
14/6/2019,14/6/2019,10,1.1,Quick,6.6
14/6/2019,14/6/2019,22,11.9,Quick,32.45454545
14/6/2019,14/6/2019,28,14.1,Quick,30.21428571
14/6/2019,14/6/2019,10,4.8,Quick,28.8
14/6/2019,14/6/2019,26,7.6,Quick,17.53846154
14/6/2019,14/6/2019,23,13.3,Quick,34.69565217
14/6/2019,14/6/2019,58,25.5,Quick,26.37931034
14/6/2019,14/6/2019,28,8.6,Quick,18.42857143
14/6/2019,14/6/2019,318,0.035,Normal,0.006603774
14/6/2019,14/6/2019,11,2.3,Quick,12.54545455
14/6/2019,14/6/2019,41,2.04,Normal,2.985365854
14/6/2019,14/6/2019,100,17.9,Quick,10.74
14/6/2019,14/6/2019,44,27.6,Quick,37.63636364
14/6/2019,14/6/2019,34,13.6,Quick,24
14/6/2019,14/6/2019,29,12.6,Quick,26.06896552
14/6/2019,14/6/2019,39,1.4,Quick,2.153846154
14/6/2019,14/6/2019,78,12.3,Quick,9.461538462
14/6/2019,14/6/2019,77,3.16,Normal,2.462337662
14/6/2019,14/6/2019,28,3.1,Quick,6.642857143
14/6/2019,14/6/2019,46,27.7,Quick,36.13043478
14/6/2019,14/6/2019,173,1.65,Normal,0.572254335
14/6/2019,14/6/2019,41,2.3,Quick,3.365853659
14/6/2019,14/6/2019,41,20.5,Quick,30
14/6/2019,14/6/2019,14,6.2,Quick,26.57142857
14/6/2019,14/6/2019,20,7.6,Quick,22.8
14/6/2019,14/6/2019,36,14.5,Quick,24.16666667
14/6/2019,14/6/2019,14,4.7,Quick,20.14285714
14/6/2019,14/6/2019,27,0.85,Normal,1.888888889
14/6/2019,14/6/2019,66,39.7,Quick,36.09090909
14/6/2019,14/6/2019,25,14.3,Quick,34.32
14/6/2019,14/6/2019,41,21.4,Quick,31.31707317
14/6/2019,14/6/2019,18,6.5,Quick,21.66666667
14/6/2019,14/6/2019,95,3.32,Normal,2.096842105
14/6/2019,14/6/2019,36,9.8,Quick,16.33333333
14/6/2019,14/6/2019,17,10.9,Quick,38.47058824
14/6/2019,14/6/2019,46,2.5,Quick,3.260869565
14/6/2019,14/6/2019,10,2.1,Quick,12.6
14/6/2019,14/6/2019,42,2.3,Quick,3.285714286
14/6/2019,14/6/2019,22,6.2,Quick,16.90909091
14/6/2019,14/6/2019,44,6.6,Quick,9
14/6/2019,14/6/2019,26,7.9,Quick,18.23076923
14/6/2019,14/6/2019,65,14.3,Quick,13.2
14/6/2019,14/6/2019,354,1.9,Normal,0.322033898
14/6/2019,14/6/2019,9,2.1,Quick,14
14/6/2019,14/6/2019,17,1.6,Quick,5.647058824
14/6/2019,14/6/2019,21,10.3,Quick,29.42857143
14/6/2019,14/6/2019,23,10.1,Quick,26.34782609
14/6/2019,14/6/2019,8,4.2,Quick,31.5
14/6/2019,14/6/2019,45,20.1,Quick,26.8
14/6/2019,14/6/2019,27,8.8,Quick,19.55555556
14/6/2019,14/6/2019,43,8.2,Quick,11.44186047
13/6/2019,14/6/2019,27,7.8,Quick,17.33333333
13/6/2019,13/6/2019,28,14.5,Quick,31.07142857
13/6/2019,13/6/2019,38,11.7,Quick,18.47368421
13/6/2019,13/6/2019,31,14.1,Quick,27.29032258
13/6/2019,13/6/2019,12,7.6,Quick,38
13/6/2019,13/6/2019,22,2.6,Quick,7.090909091
13/6/2019,13/6/2019,26,13,Quick,30
13/6/2019,13/6/2019,18,10.1,Quick,33.66666667
13/6/2019,13/6/2019,9,5.4,Quick,36
13/6/2019,13/6/2019,31,3.8,Quick,7.35483871
13/6/2019,13/6/2019,20,12.7,Quick,38.1
13/6/2019,13/6/2019,9,5.7,Quick,38
13/6/2019,13/6/2019,8,5.3,Quick,39.75
13/6/2019,13/6/2019,21,9.8,Quick,28
13/6/2019,13/6/2019,32,3.9,Quick,7.3125
13/6/2019,13/6/2019,14,9.2,Quick,39.42857143
13/6/2019,13/6/2019,15,9,Quick,36
13/6/2019,13/6/2019,34,16,Quick,28.23529412
13/6/2019,13/6/2019,125,34.3,Quick,16.464
13/6/2019,13/6/2019,37,21,Quick,34.05405405
13/6/2019,13/6/2019,38,24.8,Quick,39.15789474
13/6/2019,13/6/2019,9,4.8,Quick,32
13/6/2019,13/6/2019,31,17.7,Quick,34.25806452
13/6/2019,13/6/2019,41,2.2,Quick,3.219512195
13/6/2019,13/6/2019,51,30.7,Quick,36.11764706
13/6/2019,13/6/2019,6,0.7,Quick,7
13/6/2019,13/6/2019,33,18,Quick,32.72727273
13/6/2019,13/6/2019,31,6,Quick,11.61290323
13/6/2019,13/6/2019,79,2.56,Normal,1.944303797
13/6/2019,14/6/2019,336,2.19,Normal,0.391071429
13/6/2019,13/6/2019,26,7.5,Quick,17.30769231
13/6/2019,13/6/2019,21,5.8,Quick,16.57142857
13/6/2019,13/6/2019,29,16.7,Quick,34.55172414
13/6/2019,13/6/2019,23,10.4,Quick,27.13043478
13/6/2019,13/6/2019,50,34.7,Quick,41.64
13/6/2019,13/6/2019,30,19.8,Quick,39.6
13/6/2019,13/6/2019,22,14,Quick,38.18181818
13/6/2019,13/6/2019,44,27.5,Quick,37.5
13/6/2019,13/6/2019,39,19.5,Quick,30
13/6/2019,13/6/2019,14,9.1,Quick,39
13/6/2019,13/6/2019,27,8.1,Quick,18
13/6/2019,13/6/2019,61,42.5,Quick,41.80327869
13/6/2019,13/6/2019,162,3.31,Normal,1.225925926
13/6/2019,13/6/2019,8,0.3,Quick,2.25
13/6/2019,13/6/2019,54,37.2,Quick,41.33333333
13/6/2019,13/6/2019,13,4,Quick,18.46153846
13/6/2019,13/6/2019,30,8.5,Quick,17
13/6/2019,13/6/2019,126,4.17,Normal,1.985714286
13/6/2019,13/6/2019,19,13.2,Quick,41.68421053
13/6/2019,13/6/2019,33,15.4,Quick,28
13/6/2019,13/6/2019,26,2.2,Quick,5.076923077
13/6/2019,13/6/2019,43,8.4,Quick,11.72093023
13/6/2019,13/6/2019,37,8.6,Quick,13.94594595
13/6/2019,13/6/2019,31,11.2,Quick,21.67741935
13/6/2019,13/6/2019,28,8,Quick,17.14285714
13/6/2019,13/6/2019,15,3.6,Quick,14.4
13/6/2019,13/6/2019,10,1.6,Quick,9.6
13/6/2019,13/6/2019,11,7.1,Quick,38.72727273
13/6/2019,13/6/2019,21,3.5,Quick,10
13/6/2019,13/6/2019,32,6.9,Quick,12.9375
13/6/2019,13/6/2019,25,7.1,Quick,17.04
13/6/2019,13/6/2019,37,25.5,Quick,41.35135135
13/6/2019,13/6/2019,6,0.7,Quick,7
13/6/2019,13/6/2019,8,0.8,Quick,6
13/6/2019,13/6/2019,22,6.1,Quick,16.63636364
13/6/2019,13/6/2019,10,1.3,Quick,7.8
13/6/2019,13/6/2019,46,8.9,Quick,11.60869565
13/6/2019,13/6/2019,34,16,Quick,28.23529412
13/6/2019,13/6/2019,56,20.3,Quick,21.75
13/6/2019,13/6/2019,37,8.8,Quick,14.27027027
13/6/2019,13/6/2019,35,16.6,Quick,28.45714286
13/6/2019,13/6/2019,21,6.1,Quick,17.42857143
13/6/2019,13/6/2019,25,6.3,Quick,15.12
13/6/2019,13/6/2019,28,13.3,Quick,28.5
13/6/2019,13/6/2019,17,11.2,Quick,39.52941176
13/6/2019,13/6/2019,23,4,Quick,10.43478261
13/6/2019,13/6/2019,7,3.7,Quick,31.71428571
13/6/2019,13/6/2019,5,0.5,Quick,6
13/6/2019,13/6/2019,14,4.6,Quick,19.71428571
13/6/2019,13/6/2019,21,7.3,Quick,20.85714286
13/6/2019,13/6/2019,31,9.5,Quick,18.38709677
13/6/2019,13/6/2019,35,17.1,Quick,29.31428571
13/6/2019,13/6/2019,20,4.3,Quick,12.9
13/6/2019,13/6/2019,60,34,Quick,34
13/6/2019,13/6/2019,13,6.2,Quick,28.61538462
13/6/2019,13/6/2019,28,10.5,Quick,22.5
13/6/2019,13/6/2019,45,20.4,Quick,27.2
13/6/2019,13/6/2019,178,3.45,Normal,1.162921348
13/6/2019,13/6/2019,28,7.6,Quick,16.28571429
13/6/2019,13/6/2019,22,13.9,Quick,37.90909091
13/6/2019,13/6/2019,14,3.7,Quick,15.85714286
13/6/2019,13/6/2019,25,7.8,Quick,18.72
13/6/2019,13/6/2019,36,17.1,Quick,28.5
13/6/2019,13/6/2019,18,11.5,Quick,38.33333333
