Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,EV Connector Types
ELEC,Town of Brookhaven,1 Independence Hill,,Farmingville,NY,11738,,866-816-7584,E,,Public - Credit card at all times,"24 hours daily; also accepts PayPal, Apple Pay",A D M V,,2,,,EV Connect,http://evconnect.com/,200-9,40.843624,-73.015579,02/15/2021,184036,2021-08-04 00:01:52,LG,,,11/24/2020,J1772
ELEC,Stonegate Apartments,5000 Stonegate Dr,,Rensselaer,NY,12144,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,6,,,LIVINGSTON,https://www.solution.energy/evse/,GPS,42.663290,-73.698160,07/12/2022,223087,2022-07-12 20:31:42,P,,,10/28/2021,J1772
ELEC,SKIDMORE SKIDMORE,Skidmore College,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.098187,-73.783673,08/04/2022,162219,2022-08-04 00:58:58,,,,06/12/2020,J1772
ELEC,Nap York - Tesla Destination,480 7th Avenue,,New York,NY,10018,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.752301,-73.990000,11/03/2020,168977,2021-03-11 23:22:17,P,,,11/03/2020,TESLA
ELEC,LAZ Parking 133-59 Roosevelt Ave - Tesla Destination,133-59 Roosevelt Ave,,Flushing,NY,11354,,718-888-1234  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.758745,-73.833154,11/03/2020,150578,2021-03-11 23:22:17,P,,,09/30/2019,TESLA
ELEC,IKEA USA BROOKLYN 1,1 Beard St,,Red Hook,NY,11231,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.671397,-74.011643,08/04/2022,207893,2022-08-04 01:27:37,,,,03/10/2022,J1772
ELEC,Woodbury Common Premium Outlets,498 Red Apple Ct,,Central Valley,NY,10917,,877-455-3833,E,,Public,Mon 7:00am - 8:00pm; Tue 7:00am - 8:00pm; Wed 7:00am - 8:00pm; Thu 7:00am - 8:00pm; Fri 7:00am - 9:00pm; Sat 7:00am - 9:00pm; Sun 7:00am - 9:00pm,,,2,2,,eVgo Network,https://www.evgo.com/,GPS,41.313287,-74.125236,08/04/2022,198764,2022-08-04 01:32:14,,,,10/25/2021,CHADEMO J1772 J1772COMBO
ELEC,BETHLEHEM EV FLEET #1,445 DELAWARE AVE (NY-443),,Delmar,NY,12054,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.620470,-73.839400,08/04/2022,165630,2022-08-04 01:14:14,,,,08/28/2020,J1772
ELEC,Apple West Parking,303 West 96th Street,This is located in the entrance of the garage,New York,NY,10025,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,40.795783,-73.973678,08/03/2022,163485,2022-08-03 22:55:14,,,,06/19/2020,J1772
ELEC,AECSOLAR STATION 2 AEC,210 Washington Ave Ext,,Albany,NY,12203,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.703304,-73.856980,08/04/2022,192610,2022-08-04 01:21:47,,,,07/07/2021,J1772
ELEC,West Jefferson Street,358 W Jefferson St,,Syracuse,NY,13202,,866-816-7584,E,,Public,24 hours daily,,,1,,,EV Connect,http://evconnect.com/,GPS,43.047384,-76.158146,04/08/2020,123104,2021-03-11 23:22:17,P,,,04/01/2019,J1772
ELEC,NEW HARTFORD GW-1 1.5,8635 Clinton St,,New Hartford,NY,13413,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.092860,-75.316400,08/04/2022,174766,2022-08-04 01:06:49,,,,01/27/2021,J1772
ELEC,NATIONAL GRID SUNY IT,Campus Loop Rd,,Utica,NY,13502,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.135329,-75.227342,08/04/2022,162236,2022-08-04 00:58:35,,,,06/12/2020,J1772
ELEC,ERIE COUNTY ECC STATION 1,Oak St,,Buffalo,NY,14203,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.883036,-78.871288,08/04/2022,170240,2022-08-04 01:14:20,,,,12/17/2020,J1772
ELEC,MOHAWK HARBOR01 STATION #3,220 Harborside Blvd,,Schenectady,NY,12308,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.825252,-73.931190,08/04/2022,181903,2022-08-04 01:16:33,,,,01/27/2021,J1772
ELEC,VILLAGE HALL WELCOME CENTER,12-40 Water St,,Brockport,NY,14420,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.215696,-77.937193,08/04/2022,162322,2022-08-04 00:55:47,,,,06/12/2020,J1772
ELEC,Quik Park West 57 LLC - Tesla Destination,9 W 57th St,,New York,NY,10019,,212-754-4077  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.763888,-73.974990,11/03/2020,115193,2021-03-11 23:22:17,P,,,03/01/2015,J1772 TESLA
ELEC,SKICENTER EVSE3,1562 Osceola Rd,,Camden,NY,13316,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.504780,-75.700470,08/04/2022,197866,2022-08-04 01:22:33,,,,10/17/2021,J1772
ELEC,Railroad Museum of Long Island - Tesla Destination,416 Griffing Ave,,Riverhead,NY,11901,,631-727-7920  877-798-3752,E,,Public - Call ahead,24 hours daily,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.920448,-72.666154,11/03/2020,150537,2021-03-11 23:22:17,P,,,09/30/2019,TESLA
ELEC,PANYNJ LGA E GARAGE C1,East Garage E End Rd LaGuardia Airport,,New York,NY,11371,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.770330,-73.865683,08/04/2022,162407,2022-08-04 00:44:56,,,,06/12/2020,J1772
ELEC,Best Western University Inn - Tesla Destination,90 E Main St,,Canton,NY,13617,,315-386-8522  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,44.596265,-75.149319,11/03/2020,114921,2021-03-11 23:22:17,P,,,01/01/2016,J1772 TESLA
ELEC,IONIQ STATION2,5190 Commercial Dr,,Yorkville,NY,13495,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.113663,-75.285065,08/04/2022,204500,2022-08-04 01:25:17,,,,01/08/2022,J1772
ELEC,GLOVERS PARKING STATION 2,85 Mill Rd,,Westhampton Beach,NY,11978,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.812190,-72.643446,08/04/2022,162270,2022-08-04 00:57:40,,,,06/12/2020,J1772
ELEC,NORTHTOWN CENTE STATION 1,750-770 Hopkins Rd,,Buffalo,NY,14221,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.999570,-78.741892,08/04/2022,215068,2022-08-04 01:28:12,,,,04/28/2022,J1772
ELEC,RRH CLIFTON LEFT 1,2 Coulter Rd,,Clifton Springs,NY,14432,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.959843,-77.135293,08/04/2022,174408,2022-08-04 01:05:31,,,,01/27/2021,J1772
ELEC,MONTEBELLO VILLAGE HALL 1,1 Montebello Rd,,Suffern,NY,10901,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.119250,-74.110230,08/04/2022,155122,2022-08-04 01:11:31,,,,04/01/2020,J1772
ELEC,Cloudsplitter Outfitters LLC,5302 Rt 28N,,Newcomb,NY,12852,,866-816-7584,E,,Public,24 hours daily; Also accepts Paypal,A D M V,,2,,,EV Connect,http://evconnect.com/,GPS,43.966471,-74.130182,04/08/2020,154919,2021-03-11 23:22:17,P,,,04/13/2019,J1772
ELEC,TWN POUND RIDGE STATION #1,80 Westchester Ave,,Pound Ridge,NY,10576,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.190993,-73.553184,08/04/2022,188058,2022-08-04 01:20:02,,,,04/28/2021,J1772
ELEC,CITY AMSTERDAM P&RB EV 1,201 Locust Ave Park and Recreation Building,,Amsterdam,NY,12010,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.948505,-74.178990,08/04/2022,188176,2022-08-04 01:20:03,,,,04/30/2021,J1772
ELEC,Greymoor Way - Building 1,1106 Greymoor Way,,Baldwinsville,NY,13027,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,2,,,LIVINGSTON,https://www.solution.energy/evse/,GPS,43.181820,-76.300390,07/12/2022,223119,2022-07-12 20:31:42,P,,,10/28/2021,J1772
ELEC,SUNY NEW PALTZ WALLKILL 2,61 Southside Ave,,New Paltz,NY,12561,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.741501,-74.088157,08/04/2022,122785,2022-08-04 01:03:29,,,,05/16/2019,J1772
ELEC,Liberty Street,105 Jay St,,Schenectady,NY,12305,,518-691-3119,E,,Public,24 hours daily,,,10,,,LIVINGSTON,https://www.solution.energy/evse/,GPS,42.814249,-73.938485,06/07/2021,189523,2022-02-10 19:42:29,P,,,01/21/2021,J1772
ELEC,Town of Penfield - Library,1985 Baird Rd,,Penfield,NY,14526,,585-340-8720,E,,Public,6am-9pm daily,,,1,,,Non-Networked,,200-9,43.137476,-77.465214,06/07/2021,49941,2022-02-10 19:42:29,LG,,,04/01/2012,J1772
ELEC,Hamilton Square/Lia Realty Group,2080 Western Ave,,Guilderland,NY,12084,,518-691-3119,E,,Public,24 hours daily,,,10,,,LIVINGSTON,https://www.solution.energy/evse/,GPS,42.698625,-73.892803,07/12/2022,189518,2022-07-12 20:31:42,P,,,07/08/2022,J1772
ELEC,"Chalet Apartments 300 Edwards Street Roslyn, NY",300 Edwards Street,,Roslyn,NY,11577,,888-356-8911,E,,Public,24 hours daily,,,2,,,FLO,https://flo.ca/,GPS,40.794166,-73.647669,08/04/2022,222433,2022-08-04 01:49:45,,,,07/01/2022,J1772
ELEC,OLYMPIC SPORTS  SPORTS 2,Bob Run Rd,,Lake Placid,NY,12946,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.220392,-73.923811,08/04/2022,182107,2022-08-04 01:17:37,,,,01/27/2021,J1772
ELEC,FLEETWOODGARAGE STATION TWO,42 Broad St W,,Mount Vernon,NY,10552,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.925934,-73.837135,08/04/2022,182258,2022-08-04 01:17:50,,,,01/27/2021,J1772
ELEC,GREATNECK PLAZA PLAZA CENTER,2 Gussack Plaza,,Great Neck,NY,11022,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.787424,-73.729999,08/04/2022,162375,2022-08-04 00:52:58,,,,06/12/2020,J1772
ELEC,CAR CHARGERS NUMBER 434,140 Nottingham Cir,,Jamesville,NY,13078,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.013306,-76.084370,08/04/2022,180990,2022-08-04 01:13:06,,,,01/27/2021,J1772
ELEC,7-Eleven,500 Baychester Ave,,Bronx,NY,10475,,866-816-7584,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,4,,,EV Connect,http://evconnect.com/,GPS,40.869028,-73.831576,02/10/2022,205822,2022-02-10 19:42:29,P,,,02/04/2022,J1772
ELEC,SWL SARANAC 1.2,234 Lake Flower Ave,,Saranac Lake,NY,12983,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.322770,-74.123220,08/04/2022,181790,2022-08-04 01:16:03,,,,01/27/2021,J1772
ELEC,TOWN OF RED HK RED HOOK 1,7336 S Broadway,,Red Hook,NY,12571,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.987127,-73.880399,08/04/2022,171726,2022-08-04 00:54:40,,,,01/27/2021,J1772
ELEC,RIT EV CHARGING D LOT NORTH,Clark Drive,,Rochester,NY,14623,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.086199,-77.673360,08/04/2022,180152,2022-08-04 00:46:57,,,,01/27/2021,J1772
ELEC,Steet Ponte Chevrolet,3036 NY-28,,Herkimer,NY,13350,,315-219-4378,E,,Public,Dealership business hours,,,2,,,Non-Networked,,GPS,43.046018,-74.985338,05/06/2021,187158,2022-02-10 19:42:29,P,,,03/22/2021,J1772
ELEC,Central Parking 200 Chambers - Tesla Destination,200 Chambers St,,New York,NY,10007,,800-836-6666  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.716579,-74.012393,11/03/2020,115038,2021-03-11 23:22:17,P,,,11/01/2018,J1772 TESLA
ELEC,VOB KENSINGTON 2,15 Kensington Rd,,Bronxville,NY,10708,,888-758-4389,E,,Public,Mon 3:00pm - 12:00am; Tue 3:00pm - 12:00am; Wed 3:00pm - 12:00am; Thu 3:00pm - 12:00am; Fri 3:00pm - 12:00am; Sat 6:00am - 12:00am; Sun 6:00am - 12:00am,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.942715,-73.834440,08/04/2022,165220,2022-08-04 01:14:20,,,,08/14/2020,J1772
ELEC,Queens Crossing - Tesla Supercharger,136-20 38th Avenue,,Flushing,NY,11354,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,4,,Tesla,https://www.tesla.com/supercharger,GPS,40.760856,-73.829765,10/11/2021,153417,2021-11-04 18:37:47,P,,,01/31/2020,TESLA
ELEC,GMC 388 Bridge Street - Tesla Destination,388 Bridge St,,Brooklyn,NY,11201,,718-855-1061  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.691652,-73.985733,11/03/2020,114903,2021-03-11 23:22:17,P,,,11/01/2018,TESLA
ELEC,233 LAKE AVE GROVE 1.5,233 Lake Ave,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.085410,-73.765710,08/04/2022,170449,2022-08-04 01:17:29,,,,12/22/2020,J1772
ELEC,Lincoln Square Garage,178 W 69th Street,Entrance on 179 W 68th St or 184 W 69th St between Broadway & Amsterdam Ave.,New York,NY,10023,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,40.776152,-73.982820,08/03/2022,223392,2022-08-03 22:55:14,,,,07/12/2022,J1772
ELEC,799 SENECA STATION 8,799 Seneca St,,Buffalo,NY,14210,,888-758-4389,E,,Public,Mon 5:00pm - 10:00pm; Tue 5:00pm - 10:00pm; Wed 5:00pm - 10:00pm; Thu 5:00pm - 10:00pm; Fri 5:00pm - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.875107,-78.847482,08/04/2022,191246,2022-08-04 01:21:22,,,,06/19/2021,J1772
ELEC,The Inn At Houghton Creek,9722 Genesee St,,Houghton,NY,14744,,585-567-8400,E,,Public,24 hours daily; guest use only,,,2,,,Non-Networked,,GPS,42.423533,-78.158051,06/14/2022,157964,2022-06-14 16:24:51,P,,,05/15/2020,TESLA
ELEC,Gallin Beeler Design Studio,23 Washington Ave,,Pleasantville,NY,10570,,866-816-7584,E,,Public,24 hours daily,,,3,,,EV Connect,http://evconnect.com/,GPS,41.135753,-73.791497,04/08/2020,123192,2021-03-11 23:22:17,P,,,04/01/2019,J1772
ELEC,HYATT POUGHKEPS HYATT POUGHKEPS,2165 South Rd,,Poughkeepsie,NY,12601,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.636660,-73.919620,08/04/2022,143493,2022-08-04 01:04:09,,,,08/15/2019,J1772
ELEC,Century Parking Corp - Tesla Destination,2600 Netherland Ave,,Bronx,NY,10463,,718-543-6002  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.878611,-73.914792,11/03/2020,114888,2021-03-11 23:22:17,P,,,11/01/2018,TESLA
ELEC,Rapidpark 9-11 W 100th Street - Tesla Destination,9 W 100th St,,New York,NY,10024,,212-531-4228  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.794681,-73.963228,11/03/2020,115192,2021-03-11 23:22:17,P,,,03/01/2017,J1772 TESLA
ELEC,Enterprise Parking 545 Washington Ave - Tesla Destination,545 Washington Ave,,Brooklyn,NY,11238,,347-889-6642  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.681876,-73.964169,11/03/2020,150573,2021-03-11 23:22:17,P,,,09/30/2019,TESLA
ELEC,Cortlandt Train Station,2 Memorial Dr,,Cortlandt Manor,NY,10566,,866-816-7584,E,,Public,24 hours daily,,,4,,,EV Connect,http://evconnect.com/,GPS,41.244889,-73.923330,03/30/2020,94837,2021-03-11 23:22:17,P,,,04/24/2015,J1772
ELEC,TOWNE TV EV 3,3125-3133 Carman Rd,,Schenectady,NY,12303,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.762870,-73.939950,08/04/2022,192935,2022-08-04 01:21:46,,,,07/17/2021,J1772
ELEC,PRIMA LOFTS LL ALB LOFTS 1.1,1373 Broadway,,Menands,NY,12204,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.676205,-73.733440,08/04/2022,175102,2022-08-04 01:09:55,,,,01/27/2021,J1772
ELEC,HUDSON PRESERVE BLDG 19 #12,1901 Beryl Way,,Watervliet,NY,12189,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.732530,-73.726930,08/04/2022,143244,2022-08-04 01:05:12,,,,08/15/2019,J1772
ELEC,SULLIVAN COUNTY SULLIVAN 1,14 Sturgis Rd,,Monticello,NY,12701,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.659580,-74.690820,08/04/2022,174492,2022-08-04 01:05:43,,,,01/27/2021,J1772
ELEC,NATIONAL GRID CHILISLIVERPOOL,3954 NY-31,,Liverpool,NY,13090,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.184548,-76.238194,08/04/2022,162210,2022-08-04 00:59:06,,,,06/12/2020,J1772
ELEC,SUNY ADMIN LOT,8 Chenango Street (PO Box 901),,Morrisville,NY,13408,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.893032,-75.639661,08/04/2022,206376,2022-08-04 01:26:46,,,,02/15/2022,J1772
ELEC,Parkright 39 E 29th Street - Tesla Destination,29 East 29th St,,New York,NY,10016,,212-247-7303  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.744551,-73.984535,11/03/2020,115079,2021-03-11 23:22:17,P,,,01/01/2016,J1772 TESLA
ELEC,STRONG MUSEUM STRONG L1 #3,1 Manhattan Square Dr,,Rochester,NY,14607,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.151953,-77.600919,08/04/2022,174554,2022-08-04 01:07:04,,,,01/27/2021,J1772
ELEC,NYC FLEET DPR_VCP-ARC1,189 Van Cortlandt Ave W,,Bronx,NY,10471,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.887340,-73.895260,08/04/2022,193837,2022-08-04 01:20:56,,,,08/13/2021,J1772
ELEC,RPI 1 E DORM N LOT S1,Sage Ave,,Troy,NY,12180,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.731506,-73.679497,08/04/2022,173947,2022-08-04 01:02:58,,,,01/27/2021,J1772
